Message,sentiment
He looked angry enough to use it on her.,negative
His father's angry voice was accompanied by a slap.,negative
I still feel angry.,negative
"She gazed at him, completely aroused and angry at the same time.",negative
He looked hurt and angry at the same time.,negative
She could feel his angry energy even over the viewer.,negative
I don't like it when you're angry.,negative
It's dirty and angry and cruel.,negative
I am so angry at you.,negative
He was angry that she hadn't volunteered,negative
"She did not look angry this morning, only worn and like a man sentenced to death.",negative
I was angry because you went up there alone.,negative
I've never been so angry with so little excuse.,negative
The captain was very angry.,negative
I will not tolerate another tirade regarding whatever you choose to be angry about today.,negative
This often requires biting your tongue when you feel angry or frustrated.,negative
You don't have to live your life angry all of the time even if things don't go your way sometimes.,negative
Had he ever been this angry?,negative
"Of course, it didn't matter, since he was already angry.",negative
I'm unhappy with myself.,negative
That's so unhappy.,negative
This is really unhappy.,negative
She's unhappy at how things won't work out for her.,negative
The argument was protracted and at length grew angry.,negative
I want to be left alone when I'm feeling unhappy.,negative
"However, since September she has been unhappy about going to school, and has become tearful and anxious.",negative
"Both couples suffer in unhappy marriages, and they deal with their situations through denial, deceit, and savage personal attacks.",negative
"When I told the chief imam about my plan, he became angry and refused.",negative
It was an unhappy and sometimes tearful female who in the evening could not imagine how to face her job next morning.,negative
It's really unhappy how things end up in this story.,negative
I hate unhappy endings.,negative
"An unhappy office can be more than just soul-destroying, it can seriously damage people's lives.",negative
It was an unhappy household and it made things worse for his mental health.,negative
I have every reason to be unhappy right now.,negative
For a long time he wandered in fear from place to place.,negative
You need to take some measures if you don't want things to end up all unhappy for you.,negative
I'm in an unhappy mood right now.,negative
Cold fear spiraled through her.,negative
Don't talk to her when she's in an unhappy mood.,negative
"We fear it, frankly, because we do not understand it.",negative
We were unhappy about my wife not being seen by any professional during the first trimester.,negative
"You'll see their vacuous smiles, but their sad eyes will betray how hollow and unhappy they really are.",negative
Fear clutched at her heart with cold fingers.,negative
You should fear this boy.,negative
"She looked up, fear and anger flashing through her.",negative
My heart was in my mouth and I saw fear on Martha's face.,negative
Her heart was pounding and it wasn't only fear of the storm.,negative
I think her biggest fear was that she'd lose him.,negative
"Then came the arrest, and with it the fear of being questioned by the police.",negative
I could no longer hide my fear.,negative
"However, as he broke up with her he became unhappy with it.",negative
He wanted her to fear him.,negative
"I fear Death, wounds, the loss of family.",negative
"In a voice quaking with fear, she began to sing.",negative
"She stepped away, sweating from whiskey and fear.",negative
a look of fear crossed her face.,negative
I'm unhappy with my life choices and regret the way I used to do things.,negative
She feared his stepfather.,negative
I guess my greatest fear is that he will be disappointed in me.,negative
"But while I am with you, you need only fear me.",negative
Fear made his insides cold.,negative
Fear increased her pulse.,negative
Fear  make a person a coward.,negative
He seems to remember school as an unhappy place.,negative
You fear for your own life.,negative
Her fear was growing.,negative
"The solitary candle burning on the table threw a faint light on her face, yet it was clear that she was very unhappy.",negative
The thought of leaving her loved ones made her bitterly unhappy.,negative
